-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.13597,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,-0.19638,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,0.047544,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,-0.12234,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009,0.027009
